,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,category
4144,Brazil,Sweet potatoes,1998,103928,1761,118930.56,18.2,Low
4145,Brazil,Sweet potatoes,1998,103928,1761,118930.56,18.2,Low
4146,Brazil,Sweet potatoes,1998,103928,1761,118930.56,28.76,Low
4147,Brazil,Sweet potatoes,1998,103928,1761,118930.56,20.71,Low
4148,Brazil,Sweet potatoes,1998,103928,1761,118930.56,27.54,Low
4149,Brazil,Sweet potatoes,1998,103928,1761,118930.56,18.49,Low
4150,Brazil,Sweet potatoes,1998,103928,1761,118930.56,26.63,Low
4151,Brazil,Sweet potatoes,1998,103928,1761,118930.56,24.78,Low
4152,Brazil,Sweet potatoes,1998,103928,1761,118930.56,26.08,Low
4153,Brazil,Sweet potatoes,1999,109463,1761,127585,21.59,Low
4154,Brazil,Sweet potatoes,1999,109463,1761,127585,20.04,Low
4155,Brazil,Sweet potatoes,1999,109463,1761,127585,17.66,Low
4156,Brazil,Sweet potatoes,1999,109463,1761,127585,17.66,Low
4157,Brazil,Sweet potatoes,1999,109463,1761,127585,27.64,Low
4158,Brazil,Sweet potatoes,1999,109463,1761,127585,20.04,Low
4159,Brazil,Sweet potatoes,1999,109463,1761,127585,26.66,Low
4160,Brazil,Sweet potatoes,1999,109463,1761,127585,18.39,Low
4161,Brazil,Sweet potatoes,1999,109463,1761,127585,25.88,Low
4162,Brazil,Sweet potatoes,1999,109463,1761,127585,24.01,Low
4163,Brazil,Sweet potatoes,1999,109463,1761,127585,25.32,Low
4164,Brazil,Sweet potatoes,2000,110351,1761,140423,21.69,Low
4165,Brazil,Sweet potatoes,2000,110351,1761,140423,20.32,Low
4166,Brazil,Sweet potatoes,2000,110351,1761,140423,18.01,Low
4167,Brazil,Sweet potatoes,2000,110351,1761,140423,18.01,Low
4168,Brazil,Sweet potatoes,2000,110351,1761,140423,27.5,Low
4169,Brazil,Sweet potatoes,2000,110351,1761,140423,20.32,Low
4170,Brazil,Sweet potatoes,2000,110351,1761,140423,26.82,Low
4171,Brazil,Sweet potatoes,2000,110351,1761,140423,18.65,Low
4172,Brazil,Sweet potatoes,2000,110351,1761,140423,25.71,Low
4173,Brazil,Sweet potatoes,2000,110351,1761,140423,24.36,Low
4174,Brazil,Sweet potatoes,2000,110351,1761,140423,25.35,Low
4175,Brazil,Sweet potatoes,2001,113496,1761,151523,22.14,Low
4176,Brazil,Sweet potatoes,2001,113496,1761,151523,20.96,Low
4177,Brazil,Sweet potatoes,2001,113496,1761,151523,18.67,Low
4178,Brazil,Sweet potatoes,2001,113496,1761,151523,18.67,Low
4179,Brazil,Sweet potatoes,2001,113496,1761,151523,27.69,Low
4180,Brazil,Sweet potatoes,2001,113496,1761,151523,20.96,Low
4181,Brazil,Sweet potatoes,2001,113496,1761,151523,27.08,Low
4182,Brazil,Sweet potatoes,2001,113496,1761,151523,19.73,Low
4183,Brazil,Sweet potatoes,2001,113496,1761,151523,26.08,Low
4184,Brazil,Sweet potatoes,2001,113496,1761,151523,24.99,Low
4185,Brazil,Sweet potatoes,2001,113496,1761,151523,25.59,Low
4186,Brazil,Sweet potatoes,2002,113463,1761,145552,22.5,Low
4187,Brazil,Sweet potatoes,2002,113463,1761,145552,21.3,Low
4188,Brazil,Sweet potatoes,2002,113463,1761,145552,19.09,Low
4189,Brazil,Sweet potatoes,2002,113463,1761,145552,19.09,Low
4190,Brazil,Sweet potatoes,2002,113463,1761,145552,27.85,Low
4191,Brazil,Sweet potatoes,2002,113463,1761,145552,21.3,Low
4192,Brazil,Sweet potatoes,2002,113463,1761,145552,27.27,Low
4193,Brazil,Sweet potatoes,2002,113463,1761,145552,19.49,Low
4194,Brazil,Sweet potatoes,2002,113463,1761,145552,26.01,Low
4195,Brazil,Sweet potatoes,2002,113463,1761,145552,25.18,Low
4196,Brazil,Sweet potatoes,2002,113463,1761,145552,25.56,Low
4197,Brazil,Sweet potatoes,2004,114957,1761,214725,21.59,Low
4198,Brazil,Sweet potatoes,2004,114957,1761,214725,20.05,Low
4199,Brazil,Sweet potatoes,2004,114957,1761,214725,17.88,Low
4200,Brazil,Sweet potatoes,2004,114957,1761,214725,17.88,Low
4201,Brazil,Sweet potatoes,2004,114957,1761,214725,27.72,Low
4202,Brazil,Sweet potatoes,2004,114957,1761,214725,20.05,Low
4203,Brazil,Sweet potatoes,2004,114957,1761,214725,27.24,Low
4204,Brazil,Sweet potatoes,2004,114957,1761,214725,18.75,Low
4205,Brazil,Sweet potatoes,2004,114957,1761,214725,25.94,Low
4206,Brazil,Sweet potatoes,2004,114957,1761,214725,24.24,Low
4207,Brazil,Sweet potatoes,2004,114957,1761,214725,25.37,Low
4208,Brazil,Sweet potatoes,2005,113360,1761,232232,22.05,Low
4209,Brazil,Sweet potatoes,2005,113360,1761,232232,20.78,Low
4210,Brazil,Sweet potatoes,2005,113360,1761,232232,18.53,Low
4211,Brazil,Sweet potatoes,2005,113360,1761,232232,18.53,Low
4212,Brazil,Sweet potatoes,2005,113360,1761,232232,28.17,Low
4213,Brazil,Sweet potatoes,2005,113360,1761,232232,20.78,Low
4214,Brazil,Sweet potatoes,2005,113360,1761,232232,27.6,Low
4215,Brazil,Sweet potatoes,2005,113360,1761,232232,19.42,Low
4216,Brazil,Sweet potatoes,2005,113360,1761,232232,26.27,Low
4217,Brazil,Sweet potatoes,2005,113360,1761,232232,24.79,Low
4218,Brazil,Sweet potatoes,2005,113360,1761,232232,25.7,Low
4219,Brazil,Sweet potatoes,2006,116902,1761,238716,21.82,Low
4220,Brazil,Sweet potatoes,2006,116902,1761,238716,20.6,Low
4221,Brazil,Sweet potatoes,2006,116902,1761,238716,18.47,Low
4222,Brazil,Sweet potatoes,2006,116902,1761,238716,18.47,Low
4223,Brazil,Sweet potatoes,2006,116902,1761,238716,27.76,Low
4224,Brazil,Sweet potatoes,2006,116902,1761,238716,20.6,Low
4225,Brazil,Sweet potatoes,2006,116902,1761,238716,27.34,Low
4226,Brazil,Sweet potatoes,2006,116902,1761,238716,19.35,Low
4227,Brazil,Sweet potatoes,2006,116902,1761,238716,26.26,Low
4228,Brazil,Sweet potatoes,2006,116902,1761,238716,24.57,Low
4229,Brazil,Sweet potatoes,2006,116902,1761,238716,25.41,Low
4230,Brazil,Sweet potatoes,2007,120680,1761,304031,22.19,Low
4231,Brazil,Sweet potatoes,2007,120680,1761,304031,20.93,Low
4232,Brazil,Sweet potatoes,2007,120680,1761,304031,18.66,Low
4233,Brazil,Sweet potatoes,2007,120680,1761,304031,18.66,Low
4234,Brazil,Sweet potatoes,2007,120680,1761,304031,27.92,Low
4235,Brazil,Sweet potatoes,2007,120680,1761,304031,20.93,Low
4236,Brazil,Sweet potatoes,2007,120680,1761,304031,27.32,Low
4237,Brazil,Sweet potatoes,2007,120680,1761,304031,19.05,Low
4238,Brazil,Sweet potatoes,2007,120680,1761,304031,25.95,Low
4239,Brazil,Sweet potatoes,2007,120680,1761,304031,24.78,Low
4240,Brazil,Sweet potatoes,2007,120680,1761,304031,25.44,Low
4241,Brazil,Sweet potatoes,2008,120398,1761,312637,21.86,Low
4242,Brazil,Sweet potatoes,2008,120398,1761,312637,20.22,Low
4243,Brazil,Sweet potatoes,2008,120398,1761,312637,17.88,Low
4244,Brazil,Sweet potatoes,2008,120398,1761,312637,17.88,Low
4245,Brazil,Sweet potatoes,2008,120398,1761,312637,27.54,Low
4246,Brazil,Sweet potatoes,2008,120398,1761,312637,20.22,Low
4247,Brazil,Sweet potatoes,2008,120398,1761,312637,26.94,Low
4248,Brazil,Sweet potatoes,2008,120398,1761,312637,18.8,Low
4249,Brazil,Sweet potatoes,2008,120398,1761,312637,25.96,Low
4250,Brazil,Sweet potatoes,2008,120398,1761,312637,24.26,Low
4251,Brazil,Sweet potatoes,2008,120398,1761,312637,25.54,Low
4252,Brazil,Sweet potatoes,2009,113035,1761,335742,22.25,Low
4253,Brazil,Sweet potatoes,2009,113035,1761,335742,20.78,Low
4254,Brazil,Sweet potatoes,2009,113035,1761,335742,18.38,Low
4255,Brazil,Sweet potatoes,2009,113035,1761,335742,18.38,Low
4256,Brazil,Sweet potatoes,2009,113035,1761,335742,27.39,Low
4257,Brazil,Sweet potatoes,2009,113035,1761,335742,20.78,Low
4258,Brazil,Sweet potatoes,2009,113035,1761,335742,27.39,Low
4259,Brazil,Sweet potatoes,2009,113035,1761,335742,18.84,Low
4260,Brazil,Sweet potatoes,2009,113035,1761,335742,26.3,Low
4261,Brazil,Sweet potatoes,2009,113035,1761,335742,24.98,Low
4262,Brazil,Sweet potatoes,2009,113035,1761,335742,26,Low
4263,Brazil,Sweet potatoes,2010,118459,1761,342580,22.12,Low
4264,Brazil,Sweet potatoes,2010,118459,1761,342580,20.72,Low
4265,Brazil,Sweet potatoes,2010,118459,1761,342580,18.18,Low
4266,Brazil,Sweet potatoes,2010,118459,1761,342580,18.18,Low
4267,Brazil,Sweet potatoes,2010,118459,1761,342580,28.18,Low
4268,Brazil,Sweet potatoes,2010,118459,1761,342580,20.72,Low
4269,Brazil,Sweet potatoes,2010,118459,1761,342580,27.56,Low
4270,Brazil,Sweet potatoes,2010,118459,1761,342580,19.01,Low
4271,Brazil,Sweet potatoes,2010,118459,1761,342580,26.3,Low
4272,Brazil,Sweet potatoes,2010,118459,1761,342580,24.95,Low
4273,Brazil,Sweet potatoes,2010,118459,1761,342580,25.78,Low
4274,Brazil,Sweet potatoes,2011,124266,1761,345026,21.74,Low
4275,Brazil,Sweet potatoes,2011,124266,1761,345026,20.33,Low
4276,Brazil,Sweet potatoes,2011,124266,1761,345026,18.01,Low
4277,Brazil,Sweet potatoes,2011,124266,1761,345026,18.01,Low
4278,Brazil,Sweet potatoes,2011,124266,1761,345026,27.36,Low
4279,Brazil,Sweet potatoes,2011,124266,1761,345026,20.33,Low
4280,Brazil,Sweet potatoes,2011,124266,1761,345026,27.29,Low
4281,Brazil,Sweet potatoes,2011,124266,1761,345026,18.82,Low
4282,Brazil,Sweet potatoes,2011,124266,1761,345026,25.89,Low
4283,Brazil,Sweet potatoes,2011,124266,1761,345026,24.32,Low
4284,Brazil,Sweet potatoes,2011,124266,1761,345026,25.28,Low
4285,Brazil,Sweet potatoes,2012,121926,1761,346583,22.16,Low
4286,Brazil,Sweet potatoes,2012,121926,1761,346583,21.02,Low
4287,Brazil,Sweet potatoes,2012,121926,1761,346583,18.8,Low
4288,Brazil,Sweet potatoes,2012,121926,1761,346583,18.8,Low
4289,Brazil,Sweet potatoes,2012,121926,1761,346583,28.21,Low
4290,Brazil,Sweet potatoes,2012,121926,1761,346583,21.02,Low
4291,Brazil,Sweet potatoes,2012,121926,1761,346583,27.34,Low
4292,Brazil,Sweet potatoes,2012,121926,1761,346583,19.72,Low
4293,Brazil,Sweet potatoes,2012,121926,1761,346583,26.13,Low
4294,Brazil,Sweet potatoes,2012,121926,1761,346583,24.84,Low
4295,Brazil,Sweet potatoes,2012,121926,1761,346583,25.65,Low
4296,Brazil,Sweet potatoes,2013,130913,1761,367778,21.59,Low
4297,Brazil,Sweet potatoes,2013,130913,1761,367778,20.07,Low
4298,Brazil,Sweet potatoes,2013,130913,1761,367778,17.57,Low
4299,Brazil,Sweet potatoes,2013,130913,1761,367778,17.57,Low
4300,Brazil,Sweet potatoes,2013,130913,1761,367778,27.71,Low
4301,Brazil,Sweet potatoes,2013,130913,1761,367778,20.07,Low
4302,Brazil,Sweet potatoes,2013,130913,1761,367778,27.11,Low
4303,Brazil,Sweet potatoes,2013,130913,1761,367778,17.84,Low
4304,Brazil,Sweet potatoes,2013,130913,1761,367778,26.4,Low
4305,Brazil,Sweet potatoes,2013,130913,1761,367778,25.19,Low
4306,Brazil,Sweet potatoes,2013,130913,1761,367778,26.14,Low
4307,Brazil,Wheat,1990,11540,1761,49695,21.88,Low
4308,Brazil,Wheat,1990,11540,1761,49695,20.29,Low
4309,Brazil,Wheat,1990,11540,1761,49695,17.77,Low
4310,Brazil,Wheat,1990,11540,1761,49695,17.77,Low
4311,Brazil,Wheat,1990,11540,1761,49695,27.65,Low
4312,Brazil,Wheat,1990,11540,1761,49695,20.29,Low
4313,Brazil,Wheat,1990,11540,1761,49695,27.07,Low
4314,Brazil,Wheat,1990,11540,1761,49695,18.47,Low
4315,Brazil,Wheat,1990,11540,1761,49695,25.76,Low
4316,Brazil,Wheat,1990,11540,1761,49695,24.64,Low
4317,Brazil,Wheat,1990,11540,1761,49695,25.29,Low
4318,Brazil,Wheat,1991,14232,1761,58349.44,21.43,Low
4319,Brazil,Wheat,1991,14232,1761,58349.44,20.13,Low
4320,Brazil,Wheat,1991,14232,1761,58349.44,17.95,Low
4321,Brazil,Wheat,1991,14232,1761,58349.44,17.95,Low
4322,Brazil,Wheat,1991,14232,1761,58349.44,27.34,Low
4323,Brazil,Wheat,1991,14232,1761,58349.44,20.13,Low
4324,Brazil,Wheat,1991,14232,1761,58349.44,27.21,Low
4325,Brazil,Wheat,1991,14232,1761,58349.44,19.11,Low
4326,Brazil,Wheat,1991,14232,1761,58349.44,25.57,Low
4327,Brazil,Wheat,1991,14232,1761,58349.44,24.25,Low
4328,Brazil,Wheat,1991,14232,1761,58349.44,25.06,Low
4329,Brazil,Wheat,1992,14295,1761,67003.89,21.35,Low
4330,Brazil,Wheat,1992,14295,1761,67003.89,20.21,Low
4331,Brazil,Wheat,1992,14295,1761,67003.89,17.8,Low
4332,Brazil,Wheat,1992,14295,1761,67003.89,17.8,Low
4333,Brazil,Wheat,1992,14295,1761,67003.89,27.58,Low
4334,Brazil,Wheat,1992,14295,1761,67003.89,20.21,Low
4335,Brazil,Wheat,1992,14295,1761,67003.89,27.42,Low
4336,Brazil,Wheat,1992,14295,1761,67003.89,18.72,Low
4337,Brazil,Wheat,1992,14295,1761,67003.89,25.61,Low
4338,Brazil,Wheat,1992,14295,1761,67003.89,24.24,Low
4339,Brazil,Wheat,1992,14295,1761,67003.89,24.97,Low
4340,Brazil,Wheat,1993,14825,1761,75658.33,21.94,Low
4341,Brazil,Wheat,1993,14825,1761,75658.33,20.49,Low
4342,Brazil,Wheat,1993,14825,1761,75658.33,17.93,Low
4343,Brazil,Wheat,1993,14825,1761,75658.33,17.93,Low
4344,Brazil,Wheat,1993,14825,1761,75658.33,28.18,Low
4345,Brazil,Wheat,1993,14825,1761,75658.33,20.49,Low
4346,Brazil,Wheat,1993,14825,1761,75658.33,26.89,Low
4347,Brazil,Wheat,1993,14825,1761,75658.33,18.69,Low
4348,Brazil,Wheat,1993,14825,1761,75658.33,26.06,Low
4349,Brazil,Wheat,1993,14825,1761,75658.33,24.65,Low
4350,Brazil,Wheat,1993,14825,1761,75658.33,25.41,Low
4351,Brazil,Wheat,1994,15541,1761,84312.78,21.91,Low
4352,Brazil,Wheat,1994,15541,1761,84312.78,20.77,Low
4353,Brazil,Wheat,1994,15541,1761,84312.78,18.42,Low
4354,Brazil,Wheat,1994,15541,1761,84312.78,18.42,Low
4355,Brazil,Wheat,1994,15541,1761,84312.78,27.53,Low
4356,Brazil,Wheat,1994,15541,1761,84312.78,20.77,Low
4357,Brazil,Wheat,1994,15541,1761,84312.78,26.9,Low
4358,Brazil,Wheat,1994,15541,1761,84312.78,19.15,Low
4359,Brazil,Wheat,1994,15541,1761,84312.78,26.05,Low
4360,Brazil,Wheat,1994,15541,1761,84312.78,24.71,Low
4361,Brazil,Wheat,1994,15541,1761,84312.78,25.42,Low
4362,Brazil,Wheat,1995,15420,1761,92967.22,22.07,Low
4363,Brazil,Wheat,1995,15420,1761,92967.22,20.61,Low
4364,Brazil,Wheat,1995,15420,1761,92967.22,18.27,Low
4365,Brazil,Wheat,1995,15420,1761,92967.22,18.27,Low
4366,Brazil,Wheat,1995,15420,1761,92967.22,27.52,Low
4367,Brazil,Wheat,1995,15420,1761,92967.22,20.61,Low
4368,Brazil,Wheat,1995,15420,1761,92967.22,27.34,Low
4369,Brazil,Wheat,1995,15420,1761,92967.22,18.89,Low
4370,Brazil,Wheat,1995,15420,1761,92967.22,26.05,Low
4371,Brazil,Wheat,1995,15420,1761,92967.22,24.77,Low
4372,Brazil,Wheat,1995,15420,1761,92967.22,25.65,Low
4373,Brazil,Wheat,1996,18334,1761,101621.67,21.56,Low
4374,Brazil,Wheat,1996,18334,1761,101621.67,20.18,Low
4375,Brazil,Wheat,1996,18334,1761,101621.67,17.83,Low
4376,Brazil,Wheat,1996,18334,1761,101621.67,17.83,Low
4377,Brazil,Wheat,1996,18334,1761,101621.67,27.6,Low
4378,Brazil,Wheat,1996,18334,1761,101621.67,20.18,Low
4379,Brazil,Wheat,1996,18334,1761,101621.67,27.07,Low
4380,Brazil,Wheat,1996,18334,1761,101621.67,18.63,Low
4381,Brazil,Wheat,1996,18334,1761,101621.67,25.94,Low
4382,Brazil,Wheat,1996,18334,1761,101621.67,24.28,Low
4383,Brazil,Wheat,1996,18334,1761,101621.67,25.45,Low
4384,Brazil,Wheat,1997,16359,1761,110276.11,21.91,Low
4385,Brazil,Wheat,1997,16359,1761,110276.11,20.77,Low
4386,Brazil,Wheat,1997,16359,1761,110276.11,18.36,Low
4387,Brazil,Wheat,1997,16359,1761,110276.11,18.36,Low
4388,Brazil,Wheat,1997,16359,1761,110276.11,27.85,Low
4389,Brazil,Wheat,1997,16359,1761,110276.11,20.77,Low
4390,Brazil,Wheat,1997,16359,1761,110276.11,27.57,Low
4391,Brazil,Wheat,1997,16359,1761,110276.11,19.12,Low
4392,Brazil,Wheat,1997,16359,1761,110276.11,25.96,Low
4393,Brazil,Wheat,1997,16359,1761,110276.11,24.71,Low
4394,Brazil,Wheat,1997,16359,1761,110276.11,25.2,Low
4395,Brazil,Wheat,1998,16111,1761,118930.56,22.35,Low
4396,Brazil,Wheat,1998,16111,1761,118930.56,20.71,Low
4397,Brazil,Wheat,1998,16111,1761,118930.56,18.2,Low
4398,Brazil,Wheat,1998,16111,1761,118930.56,18.2,Low
4399,Brazil,Wheat,1998,16111,1761,118930.56,28.76,Low
4400,Brazil,Wheat,1998,16111,1761,118930.56,20.71,Low
4401,Brazil,Wheat,1998,16111,1761,118930.56,27.54,Low
4402,Brazil,Wheat,1998,16111,1761,118930.56,18.49,Low
4403,Brazil,Wheat,1998,16111,1761,118930.56,26.63,Low
4404,Brazil,Wheat,1998,16111,1761,118930.56,24.78,Low
4405,Brazil,Wheat,1998,16111,1761,118930.56,26.08,Low
4406,Brazil,Wheat,1999,19699,1761,127585,21.59,Low
4407,Brazil,Wheat,1999,19699,1761,127585,20.04,Low
4408,Brazil,Wheat,1999,19699,1761,127585,17.66,Low
4409,Brazil,Wheat,1999,19699,1761,127585,17.66,Low
4410,Brazil,Wheat,1999,19699,1761,127585,27.64,Low
4411,Brazil,Wheat,1999,19699,1761,127585,20.04,Low
4412,Brazil,Wheat,1999,19699,1761,127585,26.66,Low
4413,Brazil,Wheat,1999,19699,1761,127585,18.39,Low
4414,Brazil,Wheat,1999,19699,1761,127585,25.88,Low
4415,Brazil,Wheat,1999,19699,1761,127585,24.01,Low
4416,Brazil,Wheat,1999,19699,1761,127585,25.32,Low
4417,Brazil,Wheat,2000,15156,1761,140423,21.69,Low
4418,Brazil,Wheat,2000,15156,1761,140423,20.32,Low
4419,Brazil,Wheat,2000,15156,1761,140423,18.01,Low
4420,Brazil,Wheat,2000,15156,1761,140423,18.01,Low
4421,Brazil,Wheat,2000,15156,1761,140423,27.5,Low
4422,Brazil,Wheat,2000,15156,1761,140423,20.32,Low
4423,Brazil,Wheat,2000,15156,1761,140423,26.82,Low
4424,Brazil,Wheat,2000,15156,1761,140423,18.65,Low
4425,Brazil,Wheat,2000,15156,1761,140423,25.71,Low
4426,Brazil,Wheat,2000,15156,1761,140423,24.36,Low
4427,Brazil,Wheat,2000,15156,1761,140423,25.35,Low
4428,Brazil,Wheat,2001,19488,1761,151523,22.14,Low
4429,Brazil,Wheat,2001,19488,1761,151523,20.96,Low
4430,Brazil,Wheat,2001,19488,1761,151523,18.67,Low
4431,Brazil,Wheat,2001,19488,1761,151523,18.67,Low
4432,Brazil,Wheat,2001,19488,1761,151523,27.69,Low
4433,Brazil,Wheat,2001,19488,1761,151523,20.96,Low
4434,Brazil,Wheat,2001,19488,1761,151523,27.08,Low
4435,Brazil,Wheat,2001,19488,1761,151523,19.73,Low
4436,Brazil,Wheat,2001,19488,1761,151523,26.08,Low
4437,Brazil,Wheat,2001,19488,1761,151523,24.99,Low
4438,Brazil,Wheat,2001,19488,1761,151523,25.59,Low
4439,Brazil,Wheat,2002,14754,1761,145552,22.5,Low
4440,Brazil,Wheat,2002,14754,1761,145552,21.3,Low
4441,Brazil,Wheat,2002,14754,1761,145552,19.09,Low
4442,Brazil,Wheat,2002,14754,1761,145552,19.09,Low
4443,Brazil,Wheat,2002,14754,1761,145552,27.85,Low
4444,Brazil,Wheat,2002,14754,1761,145552,21.3,Low
4445,Brazil,Wheat,2002,14754,1761,145552,27.27,Low
4446,Brazil,Wheat,2002,14754,1761,145552,19.49,Low
4447,Brazil,Wheat,2002,14754,1761,145552,26.01,Low
4448,Brazil,Wheat,2002,14754,1761,145552,25.18,Low
4449,Brazil,Wheat,2002,14754,1761,145552,25.56,Low
4450,Brazil,Wheat,2004,20728,1761,214725,21.59,Low
4451,Brazil,Wheat,2004,20728,1761,214725,20.05,Low
4452,Brazil,Wheat,2004,20728,1761,214725,17.88,Low
4453,Brazil,Wheat,2004,20728,1761,214725,17.88,Low
4454,Brazil,Wheat,2004,20728,1761,214725,27.72,Low
4455,Brazil,Wheat,2004,20728,1761,214725,20.05,Low
4456,Brazil,Wheat,2004,20728,1761,214725,27.24,Low
4457,Brazil,Wheat,2004,20728,1761,214725,18.75,Low
4458,Brazil,Wheat,2004,20728,1761,214725,25.94,Low
4459,Brazil,Wheat,2004,20728,1761,214725,24.24,Low
4460,Brazil,Wheat,2004,20728,1761,214725,25.37,Low
4461,Brazil,Wheat,2005,19735,1761,232232,22.05,Low
4462,Brazil,Wheat,2005,19735,1761,232232,20.78,Low
4463,Brazil,Wheat,2005,19735,1761,232232,18.53,Low
4464,Brazil,Wheat,2005,19735,1761,232232,18.53,Low
4465,Brazil,Wheat,2005,19735,1761,232232,28.17,Low
4466,Brazil,Wheat,2005,19735,1761,232232,20.78,Low
4467,Brazil,Wheat,2005,19735,1761,232232,27.6,Low
4468,Brazil,Wheat,2005,19735,1761,232232,19.42,Low
4469,Brazil,Wheat,2005,19735,1761,232232,26.27,Low
4470,Brazil,Wheat,2005,19735,1761,232232,24.79,Low
4471,Brazil,Wheat,2005,19735,1761,232232,25.7,Low
4472,Brazil,Wheat,2006,15927,1761,238716,21.82,Low
4473,Brazil,Wheat,2006,15927,1761,238716,20.6,Low
4474,Brazil,Wheat,2006,15927,1761,238716,18.47,Low
4475,Brazil,Wheat,2006,15927,1761,238716,18.47,Low
4476,Brazil,Wheat,2006,15927,1761,238716,27.76,Low
4477,Brazil,Wheat,2006,15927,1761,238716,20.6,Low
4478,Brazil,Wheat,2006,15927,1761,238716,27.34,Low
4479,Brazil,Wheat,2006,15927,1761,238716,19.35,Low
4480,Brazil,Wheat,2006,15927,1761,238716,26.26,Low
4481,Brazil,Wheat,2006,15927,1761,238716,24.57,Low
4482,Brazil,Wheat,2006,15927,1761,238716,25.41,Low
4483,Brazil,Wheat,2007,22199,1761,304031,22.19,Low
4484,Brazil,Wheat,2007,22199,1761,304031,20.93,Low
4485,Brazil,Wheat,2007,22199,1761,304031,18.66,Low
4486,Brazil,Wheat,2007,22199,1761,304031,18.66,Low
4487,Brazil,Wheat,2007,22199,1761,304031,27.92,Low
4488,Brazil,Wheat,2007,22199,1761,304031,20.93,Low
4489,Brazil,Wheat,2007,22199,1761,304031,27.32,Low
4490,Brazil,Wheat,2007,22199,1761,304031,19.05,Low
4491,Brazil,Wheat,2007,22199,1761,304031,25.95,Low
4492,Brazil,Wheat,2007,22199,1761,304031,24.78,Low
4493,Brazil,Wheat,2007,22199,1761,304031,25.44,Low
4494,Brazil,Wheat,2008,25497,1761,312637,21.86,Low
4495,Brazil,Wheat,2008,25497,1761,312637,20.22,Low
4496,Brazil,Wheat,2008,25497,1761,312637,17.88,Low
4497,Brazil,Wheat,2008,25497,1761,312637,17.88,Low
4498,Brazil,Wheat,2008,25497,1761,312637,27.54,Low
4499,Brazil,Wheat,2008,25497,1761,312637,20.22,Low
4500,Brazil,Wheat,2008,25497,1761,312637,26.94,Low
4501,Brazil,Wheat,2008,25497,1761,312637,18.8,Low
4502,Brazil,Wheat,2008,25497,1761,312637,25.96,Low
4503,Brazil,Wheat,2008,25497,1761,312637,24.26,Low
4504,Brazil,Wheat,2008,25497,1761,312637,25.54,Low
4505,Brazil,Wheat,2009,20802,1761,335742,22.25,Low
4506,Brazil,Wheat,2009,20802,1761,335742,20.78,Low
4507,Brazil,Wheat,2009,20802,1761,335742,18.38,Low
4508,Brazil,Wheat,2009,20802,1761,335742,18.38,Low
4509,Brazil,Wheat,2009,20802,1761,335742,27.39,Low
4510,Brazil,Wheat,2009,20802,1761,335742,20.78,Low
4511,Brazil,Wheat,2009,20802,1761,335742,27.39,Low
4512,Brazil,Wheat,2009,20802,1761,335742,18.84,Low
4513,Brazil,Wheat,2009,20802,1761,335742,26.3,Low
4514,Brazil,Wheat,2009,20802,1761,335742,24.98,Low
4515,Brazil,Wheat,2009,20802,1761,335742,26,Low
4516,Brazil,Wheat,2010,28288,1761,342580,22.12,Low
4517,Brazil,Wheat,2010,28288,1761,342580,20.72,Low
4518,Brazil,Wheat,2010,28288,1761,342580,18.18,Low
4519,Brazil,Wheat,2010,28288,1761,342580,18.18,Low
4520,Brazil,Wheat,2010,28288,1761,342580,28.18,Low
4521,Brazil,Wheat,2010,28288,1761,342580,20.72,Low
4522,Brazil,Wheat,2010,28288,1761,342580,27.56,Low
4523,Brazil,Wheat,2010,28288,1761,342580,19.01,Low
4524,Brazil,Wheat,2010,28288,1761,342580,26.3,Low
4525,Brazil,Wheat,2010,28288,1761,342580,24.95,Low
4526,Brazil,Wheat,2010,28288,1761,342580,25.78,Low
4527,Brazil,Wheat,2011,26602,1761,345026,21.74,Low
4528,Brazil,Wheat,2011,26602,1761,345026,20.33,Low
4529,Brazil,Wheat,2011,26602,1761,345026,18.01,Low
4530,Brazil,Wheat,2011,26602,1761,345026,18.01,Low
4531,Brazil,Wheat,2011,26602,1761,345026,27.36,Low
4532,Brazil,Wheat,2011,26602,1761,345026,20.33,Low
4533,Brazil,Wheat,2011,26602,1761,345026,27.29,Low
4534,Brazil,Wheat,2011,26602,1761,345026,18.82,Low
4535,Brazil,Wheat,2011,26602,1761,345026,25.89,Low
4536,Brazil,Wheat,2011,26602,1761,345026,24.32,Low
4537,Brazil,Wheat,2011,26602,1761,345026,25.28,Low
4538,Brazil,Wheat,2012,23100,1761,346583,22.16,Low
4539,Brazil,Wheat,2012,23100,1761,346583,21.02,Low
4540,Brazil,Wheat,2012,23100,1761,346583,18.8,Low
4541,Brazil,Wheat,2012,23100,1761,346583,18.8,Low
4542,Brazil,Wheat,2012,23100,1761,346583,28.21,Low
4543,Brazil,Wheat,2012,23100,1761,346583,21.02,Low
4544,Brazil,Wheat,2012,23100,1761,346583,27.34,Low
4545,Brazil,Wheat,2012,23100,1761,346583,19.72,Low
